央视,#genre#
CCTV10[1080],http://113.57.150.190:9000/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10[1080],http://113.57.21.233:8666/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10[1080],http://123.52.43.144:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10[1080],http://124.128.73.58:85/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10[1080],http://124.165.251.82:85/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10[1080],http://182.150.31.58:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10[1080],http://183.196.33.171:808/hls/10/index.m3u8
CCTV10[1080],http://183.66.49.230:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10[1080],http://221.214.140.137:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10[1080],http://221.226.4.10:85/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10[1080],http://221.226.4.10:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10[1080],http://222.173.134.150:8888/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10[1080],http://222.244.147.16:85/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&down=1
CCTV10[1080],http://222.92.7.170:3333/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10[1080],http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226189/index.m3u8?
CCTV10[1080],http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226189/index.m3u8
CCTV10[576],http://123.235.8.37:85/tsfile/live/0007_2.m3u8?key=txiptv&playlive=1&authid=0
CCTV10[576],http://124.129.235.34:85/tsfile/live/0007_2.m3u8?key=txiptv&playlive=1&authid=0
CCTV10[576],http://218.17.205.210:9901/tsfile/live/0010_1.m3u8
CCTV10[576],http://59.48.75.130:3052/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10[576],http://61.130.72.18:8888/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10[576],http://61.148.223.18:8888/newlive/live/hls/11/live.m3u8
CCTV10[576],http://61.172.255.69:3333/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10[576],http://link.sczhgx.com:28699/hls/10/index.m3u8
CCTV10HD[1080],http://171.109.208.10:8099/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10科教HD[1080],http://58.19.13.92:9901/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11[1080],http://113.57.150.190:9000/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11[1080],http://113.57.21.233:8666/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11[1080],http://123.52.43.144:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11[1080],http://124.128.73.58:85/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11[1080],http://182.150.31.58:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11[1080],http://183.66.49.230:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11[1080],http://221.214.140.137:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11[1080],http://222.173.134.150:8888/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11[576],http://112.6.117.141:85/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11[576],http://123.235.8.37:85/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11[576],http://124.129.235.34:85/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11[576],http://124.165.251.82:85/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11[576],http://218.17.205.210:9901/tsfile/live/0011_1.m3u8
CCTV11[576],http://222.244.147.16:85/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&down=1
CCTV11[576],http://222.92.7.170:3333/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11[576],http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225776/index.m3u8
CCTV11[576],http://59.48.75.130:3052/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11HD[1080],http://117.27.190.42:9901/tsfile/live/23242_1.m3u8?key=txiptv
CCTV11HD[1080],http://171.109.208.10:8099/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11戏曲HD[1080],http://58.19.13.92:9901/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12[1080],http://113.57.150.190:9000/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12[1080],http://113.57.21.233:8666/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
